date,close,volume,open,high,low
2018/10/10,1755.25,10878990,1857.89,1858.56,1754.41
2018/10/09,1870.32,4732430,1859.99,1896.6759,1852.32
2018/10/08,1864.42,7346828,1874,1901.9962,1830.6627
2018/10/05,1889.65,6816213,1917.99,1929.08,1862.83
2018/10/04,1909.42,7240549,1949,1956,1896.57
2018/10/03,1952.76,5167224,1981.7,1989.7,1949.81
2018/10/02,1971.31,5360924,1999.99,2013.39,1965.77
2018/10/01,2004.36,3457725,2021.99,2033.19,2003.6
2018/09/28,2003,3991574,2004.41,2026.52,1996.4648
2018/09/27,2012.98,4295758,1993.2365,2016.1564,1988.58
