date,close,open,high,low,daily_pct_change,SMA20,SMA50,SMA100,SMA200,trend,signal,position,balance_roll
2009-04-03,78.17,76.42,78.32,75.5,2.4,71.02399999999999,64.96847999999999,,,bullish,0.0,0.0,49367.5
2009-04-06,77.99,77.26,78.36,76.0,-0.23,71.89899999999999,65.51567999999999,,,bullish,0.0,0.0,49367.5
2009-04-07,75.51,76.97,77.08,74.88,-3.18,72.38899999999998,66.03327999999999,,,bullish,0.0,0.0,49367.5
2009-04-08,76.98,75.93,77.11,74.5703,1.95,72.81099999999999,66.60407999999998,,,bullish,0.0,0.0,49367.5
2009-04-09,79.77,77.51,80.0,77.26,3.62,73.3205,67.19227999999998,,,bullish,0.0,0.0,49367.5
2009-04-13,78.94,79.84,79.97,77.85,-1.04,73.83599999999998,67.77107999999998,,,bullish,0.0,0.0,49367.5
2009-04-14,77.22,78.0,79.46,76.94,-2.18,74.34799999999998,68.13907999999998,,,bullish,0.0,0.0,49367.5
2009-04-15,74.71,75.5,75.81,73.51,-3.25,74.51599999999999,68.41027999999997,,,bullish,0.0,0.0,49367.5
2009-04-16,77.25,75.33,77.48,75.16,3.4,74.816,68.68347999999997,,,bullish,0.0,0.0,49367.5
2009-04-17,78.05,76.78,78.72,75.88,1.04,75.2135,69.02327999999997,,,bullish,0.0,0.0,49367.5
2009-04-20,77.57,78.44,79.79,76.83,-0.61,75.594,69.31107999999999,,,bullish,0.0,0.0,49367.5
2009-04-21,78.74,77.33,79.1,77.29,1.51,75.752,69.55487999999997,,,bullish,0.0,0.0,49367.5
2009-04-22,79.2,78.17,82.18,77.81,0.58,76.0715,69.80467999999998,,,bullish,0.0,0.0,49367.5
2009-04-23,80.61,81.33,82.06,79.08,1.78,76.482,70.15067999999998,,,bullish,0.0,0.0,49367.5
2009-04-24,84.46,82.03,86.68,80.73,4.78,77.0205,70.55279999999998,61.720739999999985,,bullish,0.0,0.0,49367.5
2009-04-27,83.12,83.88,84.98,82.21,-1.59,77.6505,70.93599999999998,62.14723999999998,,bullish,0.0,0.0,49367.5
2009-04-28,82.4,82.68,85.35,82.4,-0.87,78.1985,71.31879999999997,62.559339999999985,,bullish,0.0,0.0,49367.5
